2325,"Last Exit to Earth",1996,4,"Concorde-New Horizons"
2329,"Last Man Standing",1996,4,"Lone Wolf"
2336,"Last of the High Kings, The",1996,4,"Northolme Entertainment"
2355,"Late Shift, The",1996,4,"Home Box Office (HBO)"
2360,"Lawnmower Man 2: Beyond Cyberspace",1996,3,"Allied Entertainments"
2364,"Leading Man, The",1996,4,"BMG Independents"
2381,"Lengua asesina, La",1996,4,"The Noel Gay Motion Picture Company"
2421,"Lily Dale",1996,2,"Hallmark Entertainment"
2428,"Listen",1996,4,"Devin Entertainment"
2442,"Little Witches",1996,4,"Planet Production Corp."
2459,"Lone Star",1996,4,"Castle Rock Entertainment"
2462,"Long Kiss Goodnight, The",1996,4,"Forge"
2479,"Losing Chase",1996,4,"Hallmark Entertainment"
2499,"Love and Other Catastrophes",1996,4,"Beyond Films"
2506,"Love Is All There Is",1996,4,"Cinema 7"
2512,"Love Serenade",1996,4,"Jan Chapman Productions"
2530,"Lovers Knot",1996,4,"Legacy"
2544,"Lurid Tales: The Castle Queen",1996,4,"Torchlight Entertainment"
2555,"Mad Dog Time",1996,4,"Dreyfuss/James Productions"
2567,"Magenta",1996,4,"Cinetopia Productions"
2594,"Man with a Gun",1996,4,"Nu Image"
2596,"Managua",1996,4,"Logo Entertainment"
2603,"Manny & Lo",1996,4,"Pope Productions"
2608,"Mariette in Ecstasy",1996,3,"Price Entertainment"
2611,"Mars Attacks!",1996,3,"Warner Bros."
2612,"Marshal Law",1996,4,"Action Films"
2616,"Mary Reilly",1996,4,"TriStar Pictures"
2622,"Masseuse",1996,4,"Royal Oaks Entertainment"
2629,"Maternal Instincts",1996,3,"Perseverance Inc."
2630,"Matilda",1996,2,"Jersey Films"
2637,"Maui Heat",1996,4,"Tropical Studios Maui Inc."
2641,"Maximum Risk",1996,4,"Columbia Pictures Corporation"
2670,"Memory Run",1996,4,"Lifenet Productions"
2710,"Mille et une recettes du cuisinier amoureux, Les",1996,3,"Adam et Eve"
2717,"Mind Games",1996,4,"Skyline Entertainment Partners"
2724,"Mirror Has Two Faces, The",1996,3,"Barwood Films"
2734,"Mission: Impossible",1996,3,"Cruise-Wagner Productions"
2738,"Mistrial",1996,4,"Home Box Office (HBO)"
2746,"Modern Affair, A",1996,4,"Nick of Time Productions, Inc."
2749,"Moll Flanders",1996,3,"Metro-Goldwyn-Mayer (MGM)"
2781,"Mother Night",1996,4,"Fine Line Features"
2786,"Moving Target",1996,4,"Moving Target Film Productions Ltd."
2789,"Mr. & Mrs. Loving",1996,3,"Showtime Networks Inc."
2797,"Mr. Reliable",1996,4,"Hayes McElroy"
2799,"Mr. Stitch",1996,3,"Rysher Entertainment"
2800,"Mr. Wrong",1996,3,"Mandeville Films"
2804,"Mrs. Winterbourne",1996,3,"A&M Films"
2807,"Mulholland Falls",1996,4,"Largo Entertainment"
2808,"Multiplicity",1996,3,"Columbia Pictures Corporation"
2839,"My Fellow Americans",1996,3,"Peters Entertainment"
2852,"My Very Best Friend",1996,2,"Once and Future Films"
2875,"Navajo Blues",1996,4,"Just Ducky Productions"
2885,"Never Ever",1996,4,"Trimark Pictures"
2923,"Nightjohn",1996,3,"Hallmark Entertainment"
2953,"Norma Jean & Marilyn",1996,4,"Home Box Office (HBO)"
2954,"Normal Life",1996,4,"Fine Line Features"
2973,"Nurse, The",1996,4,"The Image Organization"
2976,"Nutty Professor, The",1996,3,"Imagine Entertainment"
2982,"Occasional Hell, An",1996,4,"First Corps Endeavors"
3000,"Omega Doom",1996,3,"Filmwerks"
3685,"Shadow of Doubt",1998,4,"Largo Entertainment"
3002,"On Dangerous Ground",1996,4,"Carousel"
3009,"Once a Thief",1996,4,"NDG Productions"
3013,"Once Upon a Time... When We Were Colored",1996,2,"BET Pictures"
3017,"One Fine Day",1996,2,"20th Century Fox"
3018,"One Good Turn",1996,4,"First Look Pictures Releasing"
3051,"Original Gangstas",1996,4,"Po' Boy Productions"
3059,"Other Mens Wives",1996,4,"Panther Productions, Inc."
3089,"Overkill",1996,4,"East & West Productions"
3102,"Pallbearer, The",1996,3,"Miramax Films"
3132,"Pathfinder, The",1996,3,"Leather Stockings Productions"
3149,"People vs. Larry Flynt, The",1996,4,"Columbia Pictures Corporation"
3168,"Persons Unknown",1996,4,"Promark Entertainment Group"
3171,"Petticoat Planet",1996,4,"Torchlight Entertainment"
3174,"Phantom, The",1996,2,"Boam Productions"
3178,"Phat Beach",1996,4,"Connection III Entertainment Corp."
3179,"Phenomenon",1996,2,"Touchstone Pictures"
3191,"Picnic",1996,2,"Columbia Pictures Corporation"
3195,"Pie in the Sky",1996,4,"Fine Line Features"
3240,"Pompatus of Love, The",1996,4,"BMG Independents"
3248,"Portrait of a Lady, The",1996,3,"PolyGram Filmed Entertainment"
3265,"Precious Find",1996,4,"Republic Pictures Corporation"
3274,"Prey of the Jaguar",1996,4,"Hit Entertainment Inc."
3281,"Primal Fear",1996,4,"Paramount Pictures"
3291,"Prisoner of Zenda, Inc.",1996,2,"Hallmark Entertainment"
3321,"Public Enemies",1996,4,"American World Pictures"
3327,"Pure Danger",1996,4,"PM Entertainment Group Inc."
3342,"Race the Sun",1996,2,"TriStar Pictures"
3361,"Ransom",1996,4,"Imagine Entertainment"
3365,"Rasputin",1996,4,"Home Box Office (HBO)"
3369,"Ratchet",1996,4,"Altar Rock Films"
3388,"Rebound: The Legend of Earl The Goat Manigault",1996,4,"Home Box Office (HBO)"
3397,"Red Line",1996,4,"Caroli Pictures"
3449,"Rich Mans Wife, The",1996,4,"Caravan Pictures"
3462,"Ringer",1996,4,"Motion Picture Corporation of America (MPCA)"
3466,"Ripe",1996,4,"C&P Productions"
3486,"Robin of Locksley",1996,2,"All Media Inc."
3493,"Rock, The",1996,4,"Don Simpson/Jerry Bruckheimer Films"
3504,"Romeo + Juliet",1996,3,"20th Century Fox"
3523,"Ruby Jean and Joe",1996,3,"TWS II Productions"
3530,"Rumble In the Streets",1996,4,"Otherstream Entertainment"
3532,"Rumpelstiltskin",1996,4,"Prescott-Jones"
3533,"Run for the Dream: The Gail Devers Story",1996,3,"Logo Entertainment"
3549,"Sabotage",1996,4,"Applecreek Communications, Inc."
4727,"Sabrina, the Teenage Witch",1996,2,"Hallmark Entertainment"
3563,"Santa Claws",1996,4,"Market Square Productions"
3565,"Santa with Muscles",1996,2,"Cabin Fever Entertainment Inc."
3591,"Sci-fighters",1996,4,"Shostak/Rossner Productions"
3595,"Scorned 2",1996,4,"Royal Oaks Entertainment"
3611,"Search for One-eye Jimmy, The",1996,4,"Orenda Films"
3615,"Second Chance",1996,2,"Dayton Studios"
3620,"Secret Agent Club, The",1996,2,"Hit Entertainment"
3621,"Secret Agent, The",1996,4,"20th Century Fox"
3653,"Set It Off",1996,4,"New Line Cinema"
3676,"Sgt. Bilko",1996,2,"Imagine Entertainment"
3687,"Shadow Zone: The Undead Express",1996,3,"Hallmark Entertainment"
3693,"Shall We Dansu?",1996,3,"Miramax Films"
3710,"Shes the One",1996,4,"Good Machine"
3729,"Showgirl Murders",1996,4,"Califilm"
3744,"Siegfried & Roy: Masters of the Impossible",1996,2,"DiC Enterprises"
3747,"Silencers, The",1996,4,"PM Entertainment Group Inc."
3748,"Silent Trigger",1996,4,"Algonquin Productions Limited"
3803,"Sleepers",1996,4,"Baltimore Pictures"
3809,"Sling Blade",1996,4,"The Shooting Gallery"
3811,"Small Faces",1996,4,"Billy MacKinnon"
3831,"Snowboard Academy",1996,2,"Millennium Multimedia"
3845,"Solo",1996,3,"Kinema Films de Mexico"
3849,"Some Mothers Son",1996,4,"Castle Rock Entertainment"
3850,"Somebody Is Waiting",1996,4,"Redhead Films"
3858,"Sometimes They Come Back... Again",1996,4,"Trimark Pictures"
3872,"Soul of the Game",1996,3,"Gary Hoffman Productions"
3886,"Space Jam",1996,2,"Courtside Seats Productions"
3887,"Space Marines",1996,4,"Green Communications"
3909,"Spill",1996,3,"Spill Film Productions Ltd."
3910,"Spirit Lost",1996,4,"The Black Entertainment Network"
3920,"Spy Hard",1996,3,"Hollywood Pictures"
3933,"Star Trek: First Contact",1996,3,"Paramount Pictures"
3956,"Stealing Beauty",1996,4,"Jeremy Thomas Productions"
3966,"Sticks and Stones",1996,3,"Goldbar Entertainment"
3981,"Stormy Nights",1996,4,"Night Storms Productions, Inc."
3997,"Street Gun",1996,4,"Nu Image"
4005,"Stripshow",1996,4,"Devils Playground Inc."
4014,"Substance of Fire, The",1996,4,"Miramax Films"
4017,"Substitute, The",1996,4,"Dinamo Entertainment"
4022,"SubUrbia",1996,4,"Castle Rock Entertainment"
4035,"Summer of Ben Tyler, The",1996,2,"Hallmark Entertainment"
4038,"Sunchaser, The",1996,4,"Appledown Films Inc."
4039,"Sunset After Dark",1996,4,"Wildcat Entertainment"
4040,"Sunset Park",1996,4,"Jersey Films"
4053,"Surviving Picasso",1996,4,"Merchant-Ivory Productions"
4064,"Sweet Nothing",1996,4,"Concrete Films"
4069,"Sweethearts",1996,4,"Sweetheart Deal Inc."
4077,"Swingers",1996,4,"Independent Pictures"
4081,"Sworn to Justice",1996,4,"B Just Productions, Inc."
4082,"Sydney",1996,4,"Green Parrot"
4165,"Thin Line Between Love and Hate, A",1996,4,"Savoy Pictures"
4170,"Thinner",1996,4,"Paramount Pictures"
4213,"Time to Kill, A",1996,4,"Regency Enterprises"
4219,"Timothy Learys Dead",1996,4,"Davids & Mills Productions"
4220,"Tin Cup",1996,4,"Regency Enterprises"
4228,"To Gillian on Her 37th Birthday",1996,3,"Rastar Pictures"
4257,"Trainspotting",1996,4,"PolyGram Filmed Entertainment"
4268,"Trees Lounge",1996,4,"Addis Wechsler Pictures"
4271,"Tremors 2: Aftershocks",1996,3,"Stampede Entertainment"
4277,"Trigger Effect, The",1996,4,"Amblin Entertainment"
4278,"Trilogy of Terror II",1996,4,"Power Pictures"
4288,"Tromeo and Juliet",1996,4,"Troma Entertainment Inc."
4300,"Truth About Cats & Dogs, The",1996,3,"20th Century Fox"
4310,"Twelfth Night: Or What You Will",1996,2,"Renaissance Films"
4317,"Twister",1996,3,"Amblin Entertainment"
4326,"Two if by Sea",1996,4,"Morgan Creek Productions"
4327,"Two Much",1996,3,"Interscope Communications"
4345,"Un divan à New York",1996,4,"Eurimages"
4364,"Undertow",1996,4,"Showtime Networks Inc."
4365,"Underworld",1996,4,"Trimark Pictures"
4368,"Unexpected Family, An",1996,2,"Universal TV"
4370,"Unforgettable",1996,4,"Metro-Goldwyn-Mayer (MGM)"
4371,"Unhook the Stars",1996,4,"Miramax Films"
4382,"Up Close & Personal",1996,3,"Cinergi Pictures Entertainment"
4400,"Vampirella",1996,4,"Concorde-New Horizons"
4404,"Van, The",1996,4,"Beacon Communications LLC"
4422,"Very Brady Sequel, A",1996,3,"Paramount Pictures"
4424,"Vice Girls",1996,4,"Sunset Films International"
4436,"Virtual Combat",1996,4,"Amritraj/Stevens Entertainment"
4456,"Voleurs, Les",1996,4,"D.A. Films"
4468,"Waiting for Guffman",1996,4,"All Night Productions"
4481,"Walnut Creek",1996,4,"Mystique Films Inc."
4484,"War at Home, The",1996,4,"Avatar Entertainment"
4487,"Warhead",1996,4,"Nu Image"
4500,"Watch Me",1996,4,"Cameo Films, Inc."
4514,"Wedding Bell Blues",1996,4,"Bergman Lustig Productions"
4518,"Weekend in the Country, A",1996,4,"Rysher Entertainment"
4527,"Werewolf",1996,4,"Tozart Publishing, Inc."
4553,"When We Were Kings",1996,2,"DAS Films Ltd."
4556,"Where Truth Lies",1996,4,"Silverline Pictures"
4564,"White Squall",1996,3,"Hollywood Pictures"
4571,"Who Killed Buddy Blue?",1996,4,"Mystique Films Inc."
4573,"Whole Wide World, The",1996,2,"Cineville Inc."
4606,"Winner, The",1996,4,"Clipsal Films"
4610,"Wish Upon a Star",1996,2,"Leucadia Film Corporation"
4622,"Witchcraft IX: Bitter Flesh",1996,4,"Marketing Media Corporation"
4628,"Within the Rock",1996,4,"360 Entertainment"
4639,"Woman Undone",1996,4,"Neufeld Rehme Productions"
4663,"X",1996,4,"Shelty Company Limited"
4685,"Zarkorr! The Invader",1996,2,"Full Moon Entertainment"
4712,"Dead Mans Walk",1996,3,"De Passe Entertainment"
4721,"Poltergeist: The Legacy",1996,4,"PMP Legacy Productions"
2,"Til There Was You",1997,3,"Lakeshore Entertainment"
3,"...First Do No Harm",1997,3,"American Broadcasting Company (ABC)"
20,"24 7: Twenty Four Seven",1997,4,"Scala Films"
36,"8 Heads in a Duffel Bag",1997,4,"Brad Krevoy & Steve Stabler production"
55,"Absolute Power",1997,4,"Castle Rock Entertainment"
57,"Access Denied",1997,4,"Mystique Films Inc."
72,"Affliction",1997,4,"JVC Entertainment Inc."
76,"Afterglow",1997,4,"Elysian Dreams"
79,"Air Bud",1997,2,"Equicap"
80,"Air Force One",1997,4,"Beacon Communications LLC"
83,"Airboss",1997,3,"Airboss L.P."
87,"Alan Smithee Film: Burn Hollywood Burn, An",1997,4,"Cinergi Pictures Entertainment"
101,"Alien Avengers II",1997,4,"Concorde-New Horizons"
106,"Alien: Resurrection",1997,4,"20th Century Fox"
114,"All Over Me",1997,4,"Baldini Pictures"
120,"Allyson Is Watching",1997,4,"Mystique Films Inc."
140,"American Dragons",1997,4,"Motion Picture Corporation of America (MPCA)"
145,"American Perfekt",1997,4,"Nu Image"
154,"American Vampire Story, An",1997,3,"Decatur-Staley Productions"
156,"American Werewolf in Paris, An",1997,4,"Avrora Media"
158,"Amistad",1997,4,"DreamWorks SKG"
159,"Amityville: Dollhouse",1997,4,"Promark Entertainment Group"
163,"Anak ng bulkan",1997,2,"Premiere Entertainment Productions"
166,"Anarchy TV",1997,4,"Red Hat Productions"
187,"Anna Karenina",1997,3,"Icon Entertainment International"
203,"Apocalypse, The",1997,4,"EGM Film International"
207,"Apostle, The",1997,3,"Butcher's Run Films"
229,"As Good As It Gets",1997,3,"Gracie Films"
235,"Assault on Devils Island",1997,4,"Berk/Schwartz/Bonann Productions"
254,"Austin Powers: International Man of Mystery",1997,3,"Capella International"
264,"B*A*P*S",1997,3,"Island Pictures"
277,"Back in Business",1997,4,"Ocean Avenue Productions, Inc."
290,"Bad Day On the Block",1997,4,"Largo Entertainment"
293,"Bad Manners",1997,4,"Davis Entertainment Classics"
304,"Bandits",1997,4,"Vela X"
326,"Batman & Robin",1997,3,"Warner Bros."
333,"Bean",1997,3,"PolyGram Filmed Entertainment"
337,"Beautician and the Beast, The",1997,2,"High School Sweethearts"
352,"Bella Mafia",1997,4,"The Königsberg Company"
357,"Below Utopia",1997,4,"Subutopian Films, Inc."
360,"Bent",1997,5,"Ask Kodansha Company Ltd"
374,"Beverly Hills Ninja",1997,3,"Motion Picture Corporation of America (MPCA)"
400,"Big One, The",1997,3,"Dog Eat Dog Films"
410,"Bikini Hoe-Down",1997,4,"Royal Oaks Entertainment"
412,"Bikini Traffic School",1997,4,"Palm Entertainment"
445,"Blackout, The",1997,4,"CIPA"
462,"Bliss",1997,4,"Stewart Pictures"
467,"Blood and Wine",1997,4,"Blood & Wine Productions"
472,"Blood Oranges, The",1997,4,"Ark Pictures"
479,"Bloodmoon",1997,4,"Media of Medias"
520,"Boogie Nights",1997,4,"Ghoulardi Film Company"
524,"Booty Call",1997,4,"Columbia Pictures Corporation"
532,"Borrowers, The",1997,2,"PolyGram Filmed Entertainment"
543,"Boxer, The",1997,4,"Hell's Kitchen Films"
546,"Boys Club, The",1997,4,"OB&D Films"
553,"Boys Will Be Boys",1997,2,"Crystal Sky Communications"
565,"Breakdown",1997,4,"Paramount Pictures"
570,"Breaking Up",1997,4,"Greenlight Productions"
572,"Breast Men",1997,4,"Home Box Office (HBO)"
596,"Brothers Kiss, A",1997,4,"Overseas FilmGroup"
607,"Buck and the Magic Bracelet",1997,3,"PM Entertainment Group Inc."
609,"Buddy",1997,2,"American Zoetrope"
629,"Cadillac Ranch",1997,4,"BMG Independents"
634,"Call to Remember, A",1997,4,"Starz! Pictures"
640,"Campfire Tales",1997,4,"Campfire, LLC"
656,"Career Girls",1997,4,"Matrix Film & Television Partnership"
670,"Casper: A Spirited Beginning",1997,2,"Saban Entertainment Inc."
677,"Catherines Grove",1997,4,"DiTocco Productions"
699,"Changing Habits",1997,4,"Initial Entertainment Group (IEG)"
730,"Chinese Box",1997,4,"NDF International"
770,"Clockwatchers",1997,3,"Goldcrest Films, Ltd."
777,"Club Vampire",1997,4,"Concorde-New Horizons"
785,"Cold Around the Heart",1997,4,"Baumgarten-Prophet Entertainment"
798,"Commandments",1997,4,"Northern Lights Entertainment"
812,"Conspiracy Theory",1997,4,"Donner/Schuler-Donner Productions"
813,"Contact",1997,2,"South Side Amusement Company"
814,"Contagious",1997,3,"Shooting Star Pictures"
828,"Cop Land",1997,4,"Across the River Productions"
835,"Corporate Ladder, The",1997,4,"Playboy Entertainment Group Inc."
868,"Creeps, The",1997,3,"Full Moon Pictures"
880,"Critical Care",1997,4,"ASQA Film Partnership"
901,"Cube",1997,4,"Cube Libre"
902,"Cupid",1997,4,"The Image Organization"
926,"Dads Week Off",1997,4,"Harris & Company"
929,"Dahan",1997,4,"Gee Pee Films Pvt. Ltd."
946,"Dantes Peak",1997,3,"Pacific Western"
964,"Daughters",1997,3,"Morgan Hill Films"
987,"Dead Men Cant Dance",1997,4,"Mediaworks Inc."
991,"Dead Silence",1997,4,"Home Box Office (HBO)"
992,"Dead Tides",1997,4,"Rojak Films"
1012,"Deceiver",1997,4,"MDP Worldwide"
1013,"Deckname Dennis",1997,4,"DDC Denver"
1014,"Deconstructing Harry",1997,4,"Jean Doumanian Productions"
1025,"Defenders: Payback, The",1997,4,"Paramount Network Television Productions"
1049,"Desires of Innocence",1997,4,"HollyDream Productions"
1062,"Devils Advocate, The",1997,4,"Kopelson Entertainment"
1063,"Devils Own, The",1997,4,"Columbia Pictures Corporation"
1093,"Disappearance of Garcia Lorca, The",1997,4,"Antena 3 Televisión [es]"
1104,"Do Me a Favor",1997,4,"Mendillo/Form Productions"
1120,"Don King: Only in America",1997,4,"Home Box Office (HBO)"
1121,"Dons Analyst, The",1997,4,"Imagination Productions"
1127,"Dont Sleep Alone",1997,4,"Concorde-New Horizons"
1129,"Donnie Brasco",1997,4,"Baltimore Pictures"
1141,"Double Tap",1997,4,"Cypher Productions, Inc."
1171,"Drive",1997,4,"NEO Motion Pictures"
1181,"Drunks",1997,4,"BMG Independents"
1195,"Déjà Vu",1997,3,"Jagtoria Films"
1216,"Eden",1997,4,"BMG Independents"
1219,"Edge, The",1997,4,"Art Linson Productions"
1223,"Education of Little Tree, The",1997,2,"Allied Films"
1226,"Eighteenth Angel, The",1997,4,"Rysher Entertainment"
1232,"Ellen Foster",1997,3,"Hallmark Productions Inc."
1235,"Elvis Meets Nixon",1997,3,"Showtime Networks Inc."
1254,"End of Violence, The",1997,4,"Ciby Pictures"
1288,"Erotic Confessions: Volume 8",1997,4,"HBO Films"
1292,"Eruption",1997,4,"Concorde-New Horizons"
1296,"Escape From Atlantis",1997,3,"D Vision"
1309,"Eves Bayou",1997,4,"Addis Wechsler Pictures"
1312,"Event Horizon",1997,4,"Golar Productions"
1329,"Excess Baggage",1997,3,"Columbia Pictures Corporation"
1354,"Eye of God",1997,4,"Cyclone Productions"
1362,"Face",1997,4,"Daigoro Face Productions Ltd"
1363,"Face Down",1997,4,"Hallmark Entertainment"
1365,"Face/Off",1997,4,"Douglas/Reuther Productions"
1369,"FairyTale: A True Story",1997,2,"Icon Entertainment International"
1371,"Fakin Da Funk",1997,4,"Octillion Entertainment"
1401,"Fast, Cheap & Out of Control",1997,2,"American Playhouse"
1408,"Fathers Day",1997,3,"Northern Lights Entertainment"
1433,"Fever Pitch",1997,4,"Wildgaze Films"
1450,"Fire Down Below",1997,4,"Seagal/Nasso Productions"
1451,"Firelight",1997,4,"Carnival Films"
1460,"First Love, Last Rites",1997,4,"Forensic Films"
1461,"First to Go, The",1997,3,"First Entertainment Llc"
1462,"First-Time Felon",1997,4,"Home Box Office (HBO)"
1477,"Flipping",1997,4,"Doreen Productions"
1482,"Flubber",1997,2,"Great Oaks Entertainment"
1487,"Flypaper",1997,4,"Citadel Entertainment"
1488,"Follow the Bitch",1997,4,"Pennant Productions"
1495,"Fools Rush In",1997,3,"Columbia Pictures Corporation"
1501,"For Richer or Poorer",1997,3,"Sheinberg Productions"
1526,"Frank Capras American Dream",1997,2,"Columbia TriStar Television"
1538,"Free Willy 3: The Rescue",1997,2,"Regency Enterprises"
1566,"Full Monty, The",1997,4,"Redwave Films"
1567,"Full Tilt Boogie",1997,4,"L. Driver Productions"
1585,"Gambler, The",1997,4,"Canal Plus Image International"
1587,"Game, The",1997,4,"A&B Producoes, Lda."
1589,"Gang Related",1997,4,"Kouf/Bigelow Productions"
1596,"Garden of Redemption, The",1997,3,"Paramount Television"
1597,"Gattaca",1997,3,"Columbia Pictures Corporation"
1607,"George of the Jungle",1997,2,"Avnet/Kerner Productions"
1632,"Girl Gets Moe, The",1997,4,"Goldbar Entertainment"
1640,"Giver, The",1997,4,"Amritraj Entertainment Inc."
1660,"Going All the Way",1997,4,"Lakeshore Entertainment"
1662,"Gold Coast",1997,4,"Showtime Networks Inc."
1668,"Gone Fishin",1997,2,"Caravan Pictures"
1671,"Good Burger",1997,2,"Nickelodeon Movies"
1674,"Good Will Hunting",1997,4,"Be Gentlemen Limited Partnership"
1675,"Goodbye America",1997,4,"Star Pacific Cinema"
1704,"Grosse Pointe Blank",1997,4,"Caravan Pictures"
1716,"Gummo",1997,4,"Fine Line Features"
1723,"Habitat",1997,4,"August Entertainment"
1737,"Hanging Garden, The",1997,4,"Emotion Pictures"
1742,"Happenstance",1997,4,"Dayjob Films"
1761,"Hardball",1997,4,"Bounty Films Production Ltd."
1775,"Haunted Sea",1997,4,"Concorde Pictures"
1778,"Hav Plenty",1997,4,"Edmonds Entertainment"
1791,"Heaven Before I Die",1997,2,"Brothers in Arms"
1792,"Heaven or Vegas",1997,4,"Storm Entertainment"
1809,"Henry Fool",1997,4,"The Shooting Gallery"
1834,"High Voltage",1997,4,"AMCO Entertainment Group"
1872,"Home Alone 3",1997,2,"20th Century Fox"
1880,"Honey, We Shrunk Ourselves",1997,2,"Walt Disney Pictures"
1883,"Hoodlum",1997,4,"United Artists Pictures, Inc."
1893,"Hostile Intent",1997,4,"Dee Gee Entertainment"
1895,"Hostile Waters",1997,2,"Home Box Office (HBO)"
1913,"House of Yes, The",1997,4,"Bandeira Entertainment"
1920,"How to Be a Player",1997,4,"Def Pictures"
1927,"Hugo Pool",1997,4,"BMG Independents"
1940,"Hurricane",1997,4,"Giv'en Films"
1945,"Hybrid",1997,4,"American Independent Productions"
1952,"I Know What You Did Last Summer",1997,4,"Columbia Pictures Corporation"
1957,"I Married a Strange Person!",1997,4,"Italtoons"
1964,"I Went Down",1997,4,"Easkel Media"
1974,"Ice Storm, The",1997,4,"Fox Searchlight Pictures"
1987,"Ill Gotten Gains",1997,4,"Spats, Inc."
1991,"Illusions of Sin",1997,4,"HollyDream Productions"
2000,"In & Out",1997,3,"Paramount Pictures"
2004,"In His Fathers Shoes",1997,2,"Dan Redler Entertainment"
2010,"In the Company of Men",1997,4,"Fair and Square Productions"
2013,"In the Gloaming",1997,2,"Frederick Zollo Productions"
2016,"In the Presence of Mine Enemies",1997,3,"Foxboro Company Productions"
2019,"Incognito",1997,4,"Morgan Creek Productions"
2035,"Informant, The",1997,4,"Hallmark Entertainment"
2056,"Intimate Deception",1997,4,"White Cross Pictures"
2071,"Inventing the Abbotts",1997,4,"20th Century Fox"
2081,"Island on Bird Street, The",1997,3,"April Productions"
2455,"Lolita",1997,4,"Guild"
2098,"Jackal, The",1997,4,"Alphaville Films"
2100,"Jackie Brown",1997,4,"A Band Apart"
2142,"Joe Torre: Curveballs Along the Way",1997,2,"British American Entertainment"
2145,"Joey",1997,2,"Pacific Film and Television Commission"
2170,"Julian Po",1997,3,"Cypress Films"
2188,"Just Write",1997,3,"BMG Independents"
2198,"Karakter",1997,4,"Almerica Film"
2204,"Keep the Aspidistra Flying",1997,3,"Bonaparte Films"
2212,"Keys to Tulsa",1997,4,"Empire Pictures"
2214,"Kickboxing Academy",1997,3,"Pan Am Pictures"
2215,"Kicked in the Head",1997,4,"De Fina-Cappa"
2232,"Killers",1997,4,"ICON Entertainment Media"
2236,"Killing Mr. Griffin",1997,3,"Bonnie Raskin Productions"
2251,"Kiss Me Guido",1997,4,"Capitol Films"
2253,"Kiss or Kill",1997,4,"Bill Bennett Productions"
2254,"Kiss the Girls",1997,4,"Paramount Pictures"
2280,"Kull the Conqueror",1997,3,"Korsala Productions"
2281,"Kundun",1997,3,"De Fina-Cappa"
2311,"Laserhawk",1997,3,"Everest Entertainment"
2321,"Last Days of Frankie the Fly, The",1997,4,"Blueline Productions"
2341,"Last Resort, The",1997,3,"Dayton Studios"
2350,"Last Time I Committed Suicide, The",1997,4,"Bates Entertainment"
2359,"Lawn Dogs",1997,4,"Toledo Pictures"
2362,"Lay of the Land, The",1997,4,"JKG Productions"
2367,"Leave It to Beaver",1997,2,"Robert Simonds Productions"
2374,"Legend of the Lost Tomb",1997,2,"Trinity Pictures"
2397,"Lewis & Clark & George",1997,4,"Dark Matter Productions"
2399,"Liar Liar",1997,3,"Imagine Entertainment"
2400,"Liars Poker",1997,4,"North Branch Entertainment"
2408,"Life During Wartime",1997,4,"Bandeira Entertainment"
2409,"Life Less Ordinary, A",1997,4,"PolyGram Filmed Entertainment"
2414,"Lifebreath",1997,4,"Felder Pomus Entertainment"
2429,"Little Bigfoot",1997,2,"PM Entertainment Group Inc."
2432,"Little Boy Blue",1997,4,"Jazz Pictures"
2439,"Little Shots of Happiness",1997,4,"Bangor Films"
2444,"Livers Aint Cheap",1997,4,"LAC, LP"
2452,"Locusts, The",1997,4,"Motion Picture Corporation of America (MPCA)"
2477,"Los Locos",1997,4,"Van Peebles Films"
2483,"Lost Highway",1997,4,"Asymmetrical Productions"
2492,"Lost World: Jurassic Park, The",1997,3,"Amblin Entertainment"
2495,"Love Always",1997,4,"Cinewest"
2498,"Love and Death on Long Island",1997,3,"Mikado Films"
2504,"Love in Paris",1997,4,"Jones Film"
2520,"Love! Valour! Compassion!",1997,4,"Krost/Chapin Productions"
2525,"Loved",1997,3,"Clyde Is Hungry Films"
2526,"Lovelife",1997,4,"D.V. Capital Entertainment"
2528,"Lovemaster, The",1997,4,"Coleman-Breen"
2529,"Lover Girl",1997,4,"Dream Entertainment Inc."
2534,"Lucie Aubrac",1997,4,"D.A. Films"
2549,"Ma vie en rose",1997,4,"Eurimages"
2552,"Macon County Jail",1997,4,"Concorde-New Horizons"
2554,"Mad City",1997,3,"Arnold Kopelson Productions"
2577,"Maker, The",1997,4,"Demitri Samaha Productions"
2579,"Malaika",1997,2,"I.Q. Entertainment"
2589,"Man of Her Dreams",1997,4,"M.O.D. Productions, Inc."
2592,"Man Who Knew Too Little, The",1997,2,"Polar Productions"
2597,"Mandela and de Klerk",1997,3,"Hallmark Entertainment"
2607,"Marie Baie des Anges",1997,4,"Lelia Films"
2623,"Masseuse 2",1997,4,"Palm Entertainment"
2626,"Masterminds",1997,3,"Byars-Dudelson"
2628,"MatchMaker, The",1997,4,"Good Film Company"
2635,"Matter of Trust",1997,4,"Shoreline Entertainment"
2640,"Maximum Revenge",1997,4,"Royal Oaks Entertainment"
2647,"McHales Navy",1997,2,"Sheinberg Productions"
2653,"Mean Guns",1997,4,"Filmwerks"
2662,"Meet Wally Sparks",1997,4,"Largo Entertainment"
2665,"Melanie Darrow",1997,3,"Dean Hargrove Productions"
2666,"Melting Pot",1997,3,"Melting Pot Productions"
2667,"Member of the Wedding, The",1997,2,"Gideon Productions"
2671,"Men in Black",1997,3,"Amblin Entertainment"
